Year,State,NMFS.Name,Pounds,Metric.Tons,Dollars,Confidentiality,Collection,Scientific.Name,Tsn,Source
1998,NEW JERSEY,MENHADENS **,33287641,15099,2980128,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1998,NEW YORK,MENHADENS **,29334,13,3453,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1998,NORTH CAROLINA,MENHADENS **,57976455,26298,4121666,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1998,RHODE ISLAND,MENHADENS **,2018800,916,101020,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1998,VIRGINIA,MENHADENS **,508727795,230757,40744067,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,CONNECTICUT,MENHADENS **,72329,33,10865,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,DELAWARE,MENHADENS **,55733,25,6242,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,FLORIDA-EAST,MENHADENS **,408492,185,101897,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,MARYLAND,MENHADENS **,4898967,2222,481060,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,NEW JERSEY,MENHADENS **,38118579,17290,2990322,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,NEW YORK,MENHADENS **,553953,251,55604,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,NORTH CAROLINA,MENHADENS **,97727058,44329,8794213,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,RHODE ISLAND,MENHADENS **,2836550,1287,142900,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,SOUTH CAROLINA,MENHADENS **,170,0,26,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1997,VIRGINIA,MENHADENS **,497160943,225511,30035360,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,CONNECTICUT,MENHADENS **,82851,38,12437,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,DELAWARE,MENHADENS **,100823,46,10098,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,FLORIDA-EAST,MENHADENS **,272386,124,81732,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,MASSACHUSETTS,MENHADENS **,8500,4,1870,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,NEW JERSEY,MENHADENS **,35516726,16110,2288850,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,NEW YORK,MENHADENS **,11135,5,1215,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,NORTH CAROLINA,MENHADENS **,53850944,24427,4858478,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1996,VIRGINIA,MENHADENS **,584295638,265035,35263375,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,CONNECTICUT,MENHADENS **,255664,116,30679,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,DELAWARE,MENHADENS **,101300,46,10139,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,FLORIDA-EAST,MENHADENS **,660272,299,85848,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,MASSACHUSETTS,MENHADENS **,61000,28,2745,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,NEW JERSEY,MENHADENS **,36578407,16592,1942323,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,NEW YORK,MENHADENS **,1087978,494,152379,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,NORTH CAROLINA,MENHADENS **,58374080,26478,3560966,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1995,VIRGINIA,MENHADENS **,704447463,319535,42470929,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,CONNECTICUT,MENHADENS **,100000,45,5000,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,DELAWARE,MENHADENS **,78700,36,7867,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,FLORIDA-EAST,MENHADENS **,1387012,629,150843,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,MARYLAND,MENHADENS **,3512417,1593,891430,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,NEW JERSEY,MENHADENS **,38329332,17386,1997503,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,NEW YORK,MENHADENS **,961474,436,128657,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,NORTH CAROLINA,MENHADENS **,73853902,33500,3178612,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1994,VIRGINIA,MENHADENS **,513269653,232818,31006486,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,CONNECTICUT,MENHADENS **,199591,91,9980,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,DELAWARE,MENHADENS **,164100,74,9850,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,FLORIDA-EAST,MENHADENS **,2584766,1172,247908,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,MAINE,MENHADENS **,19520455,8854,1338385,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,MARYLAND,MENHADENS **,3085698,1400,264071,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,MASSACHUSETTS,MENHADENS **,1332000,604,53065,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,NEW HAMPSHIRE,MENHADENS **,3710,2,557,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,NEW JERSEY,MENHADENS **,28296741,12835,1391108,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,NEW YORK,MENHADENS **,1048993,476,119609,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,NORTH CAROLINA,MENHADENS **,64711384,29353,1954299,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,VIRGINIA,MENHADENS **,639324195,289996,38392282,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,CONNECTICUT,MENHADENS **,91200,41,4560,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,DELAWARE,MENHADENS **,105700,48,5305,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,FLORIDA-EAST,MENHADENS **,2746484,1246,242999,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,MAINE,MENHADENS **,14857195,6739,910046,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,MARYLAND,MENHADENS **,2295039,1041,185838,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,MASSACHUSETTS,MENHADENS **,6606593,2997,263749,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,NEW HAMPSHIRE,MENHADENS **,25920,12,1495,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,NEW JERSEY,MENHADENS **,27470906,12461,1288804,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,NEW YORK,MENHADENS **,1131701,513,126842,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,NORTH CAROLINA,MENHADENS **,57515712,26089,1744030,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,SOUTH CAROLINA,MENHADENS **,1300,1,260,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,VIRGINIA,MENHADENS **,574826830,260740,28712218,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,CONNECTICUT,MENHADENS **,96300,44,4815,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,DELAWARE,MENHADENS **,280100,127,14005,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,FLORIDA-EAST,MENHADENS **,2495968,1132,223939,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,MAINE,MENHADENS **,16107463,7306,1263781,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,MARYLAND,MENHADENS **,3540179,1606,547654,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,MASSACHUSETTS,MENHADENS **,6326300,2870,271055,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,NEW HAMPSHIRE,MENHADENS **,204000,93,8160,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,NEW JERSEY,MENHADENS **,16597402,7529,754620,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,NEW YORK,MENHADENS **,650150,295,64805,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,NORTH CAROLINA,MENHADENS **,110528754,50136,3002829,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,VIRGINIA,MENHADENS **,601187849,272697,30032372,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,CONNECTICUT,MENHADENS **,96706,44,4837,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,DELAWARE,MENHADENS **,140500,64,8429,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,FLORIDA-EAST,MENHADENS **,2636496,1196,388701,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,MAINE,MENHADENS **,5744597,2606,484590,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,MARYLAND,MENHADENS **,2634223,1195,204727,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,MASSACHUSETTS,MENHADENS **,1361900,618,57086,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,NEW HAMPSHIRE,MENHADENS **,264500,120,5880,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,NEW JERSEY,MENHADENS **,9041459,4101,537697,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,NEW YORK,MENHADENS **,649710,295,68955,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,NORTH CAROLINA,MENHADENS **,72231989,32764,1820654,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,VIRGINIA,MENHADENS **,704564911,319589,35126005,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,CONNECTICUT,MENHADENS **,148500,67,7420,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,DELAWARE,MENHADENS **,90500,41,4455,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,FLORIDA-EAST,MENHADENS **,1372505,623,124261,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,MAINE,MENHADENS **,380600,173,9231,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,MARYLAND,MENHADENS **,6166000,2797,387437,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,NEW HAMPSHIRE,MENHADENS **,5200,2,572,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,NEW JERSEY,MENHADENS **,2854500,1295,208520,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,NEW YORK,MENHADENS **,449100,204,39478,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,NORTH CAROLINA,MENHADENS **,66756288,30280,1808906,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,VIRGINIA,MENHADENS **,612162300,277675,29101230,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,CONNECTICUT,MENHADENS **,192700,87,21710,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,DELAWARE,MENHADENS **,127700,58,8107,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,FLORIDA-EAST,MENHADENS **,1026228,465,78920,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,MAINE,MENHADENS **,19687800,8930,411669,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,MARYLAND,MENHADENS **,6430200,2917,358839,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,NEW HAMPSHIRE,MENHADENS **,4556,2,911,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,NEW JERSEY,MENHADENS **,1984200,900,150646,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,NEW YORK,MENHADENS **,504100,229,41558,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,NORTH CAROLINA,MENHADENS **,73715713,33437,2566832,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,SOUTH CAROLINA,MENHADENS **,500,0,266,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1988,VIRGINIA,MENHADENS **,550556300,249731,27591470,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,CONNECTICUT,MENHADENS **,94900,43,4745,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,DELAWARE,MENHADENS **,22100,10,1478,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,FLORIDA-EAST,MENHADENS **,2776822,1260,207556,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,MAINE,MENHADENS **,18668600,8468,347500,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,MARYLAND,MENHADENS **,5793700,2628,349763,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,MASSACHUSETTS,MENHADENS **,1216200,552,36624,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,NEW JERSEY,MENHADENS **,2563300,1163,190492,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,NEW YORK,MENHADENS **,206795,94,23918,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,NORTH CAROLINA,MENHADENS **,55498571,25174,1624511,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,SOUTH CAROLINA,MENHADENS **,3934,2,561,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1987,VIRGINIA,MENHADENS **,615523000,279199,30732694,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,CONNECTICUT,MENHADENS **,254400,115,12720,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,DELAWARE,MENHADENS **,20100,9,1202,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,FLORIDA-EAST,MENHADENS **,7579674,3438,301873,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,MAINE,MENHADENS **,22614600,10258,380826,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,MARYLAND,MENHADENS **,5449400,2472,361787,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,NEW JERSEY,MENHADENS **,2453600,1113,180629,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,NEW YORK,MENHADENS **,399650,181,45626,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,NORTH CAROLINA,MENHADENS **,66378260,30109,1591037,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,SOUTH CAROLINA,MENHADENS **,9952,5,1972,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1986,VIRGINIA,MENHADENS **,445674400,202157,22815277,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,CONNECTICUT,MENHADENS **,234800,107,11740,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,DELAWARE,MENHADENS **,176200,80,14096,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,FLORIDA-EAST,MENHADENS **,5770965,2618,131952,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,MAINE,MENHADENS **,33192800,15056,677403,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,MARYLAND,MENHADENS **,5371800,2437,278082,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,NEW JERSEY,MENHADENS **,2879800,1306,177862,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,NEW YORK,MENHADENS **,901800,409,99523,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,NORTH CAROLINA,MENHADENS **,97738403,44334,2330061,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,SOUTH CAROLINA,MENHADENS **,7938,4,796,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1985,VIRGINIA,MENHADENS **,639517500,290083,29125145,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,CONNECTICUT,MENHADENS **,186900,85,9345,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,DELAWARE,MENHADENS **,208000,94,14560,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,FLORIDA-EAST,MENHADENS **,8478658,3846,233130,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,MAINE,MENHADENS **,17806000,8077,401679,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,MARYLAND,MENHADENS **,5363800,2433,269320,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,NEW JERSEY,MENHADENS **,2293000,1040,155219,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,NEW YORK,MENHADENS **,692500,314,69749,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,NORTH CAROLINA,MENHADENS **,157667480,71517,4745831,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1984,VIRGINIA,MENHADENS **,485834900,220373,25320859,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,CONNECTICUT,MENHADENS **,129500,59,6475,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,DELAWARE,MENHADENS **,41000,19,2460,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,FLORIDA-EAST,MENHADENS **,8251086,3743,357536,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,MAINE,MENHADENS **,42448100,19254,845981,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,MARYLAND,MENHADENS **,6605800,2996,259129,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,NEW JERSEY,MENHADENS **,1581600,717,100572,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,NEW YORK,MENHADENS **,216300,98,15694,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,NORTH CAROLINA,MENHADENS **,177973440,80728,6167878,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,RHODE ISLAND,MENHADENS **,120800,55,5624,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,SOUTH CAROLINA,MENHADENS **,34000,15,5450,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1983,VIRGINIA,MENHADENS **,644713200,292440,28392913,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,CONNECTICUT,MENHADENS **,171100,78,8555,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,DELAWARE,MENHADENS **,58300,26,4370,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,FLORIDA-EAST,MENHADENS **,10358109,4698,407839,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,GEORGIA,MENHADENS **,137,0,8,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,MAINE,MENHADENS **,47894600,21725,968487,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,MARYLAND,MENHADENS **,8946400,4058,531886,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,MASSACHUSETTS,MENHADENS **,23079600,10469,504500,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,NEW JERSEY,MENHADENS **,1637400,743,125075,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,NEW YORK,MENHADENS **,394300,179,24462,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,NORTH CAROLINA,MENHADENS **,187015090,84829,5773042,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,RHODE ISLAND,MENHADENS **,7008000,3179,109562,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1982,VIRGINIA,MENHADENS **,598631000,271537,26724000,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,CONNECTICUT,MENHADENS **,151400,69,9081,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,FLORIDA-EAST,MENHADENS **,15447665,7007,630023,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,MAINE,MENHADENS **,12264100,5563,292475,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,MARYLAND,MENHADENS **,10701100,4854,632017,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,MASSACHUSETTS,MENHADENS **,35397300,16056,808517,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,NEW JERSEY,MENHADENS **,103280400,46848,4057200,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,NEW YORK,MENHADENS **,533200,242,30103,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,NORTH CAROLINA,MENHADENS **,309414710,140350,10038759,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,RHODE ISLAND,MENHADENS **,23000,10,356,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,SOUTH CAROLINA,MENHADENS **,8487,4,1110,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1981,VIRGINIA,MENHADENS **,400708000,181760,17152000,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,CONNECTICUT,MENHADENS **,99500,45,4987,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,FLORIDA-EAST,MENHADENS **,21305171,9664,957143,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,MAINE,MENHADENS **,18805900,8530,450475,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,MARYLAND,MENHADENS **,8716300,3954,471715,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,MASSACHUSETTS,MENHADENS **,43351000,19664,952888,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,NEW JERSEY,MENHADENS **,120018000,54440,5895000,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,NEW YORK,MENHADENS **,881700,400,47205,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,NORTH CAROLINA,MENHADENS **,196920370,89322,7139327,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,RHODE ISLAND,MENHADENS **,45800,21,3206,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1980,VIRGINIA,MENHADENS **,537222100,243682,26961126,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,CONNECTICUT,MENHADENS **,100200,45,6996,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,DELAWARE,MENHADENS **,47700,22,2862,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,FLORIDA-EAST,MENHADENS **,5035025,2284,232193,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,MAINE,MENHADENS **,30005300,13610,759979,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,MARYLAND,MENHADENS **,5608100,2544,265556,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,MASSACHUSETTS,MENHADENS **,29040700,13173,732091,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,NEW JERSEY,MENHADENS **,103280500,46848,3288883,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,NEW YORK,MENHADENS **,712500,323,38996,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,NORTH CAROLINA,MENHADENS **,254329990,115363,8059572,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,RHODE ISLAND,MENHADENS **,7388600,3351,152298,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,SOUTH CAROLINA,MENHADENS **,1090,0,87,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1979,VIRGINIA,MENHADENS **,455360000,206550,22632765,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,CONNECTICUT,MENHADENS **,85100,39,5021,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,DELAWARE,MENHADENS **,29700,13,1485,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,FLORIDA-EAST,MENHADENS **,13034474,5912,557894,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,MAINE,MENHADENS **,6959900,3157,173996,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,MARYLAND,MENHADENS **,7115900,3228,291665,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,MASSACHUSETTS,MENHADENS **,99000,45,2476,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,NEW JERSEY,MENHADENS **,82428200,37389,2599317,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,NEW YORK,MENHADENS **,239600,109,12556,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,NORTH CAROLINA,MENHADENS **,192324170,87238,7498037,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,RHODE ISLAND,MENHADENS **,13181600,5979,281075,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,SOUTH CAROLINA,MENHADENS **,460,0,37,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1978,VIRGINIA,MENHADENS **,420813400,190880,7608624,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,CONNECTICUT,MENHADENS **,106600,48,5330,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,DELAWARE,MENHADENS **,24600,11,984,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,FLORIDA-EAST,MENHADENS **,537000,244,27733,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,MAINE,MENHADENS **,3290000,1492,71062,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,MARYLAND,MENHADENS **,8381100,3802,289816,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,MASSACHUSETTS,MENHADENS **,17410200,7897,400902,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,NEW JERSEY,MENHADENS **,97508900,44230,3444730,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,NEW YORK,MENHADENS **,851300,386,42106,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,NORTH CAROLINA,MENHADENS **,158119300,71722,4369012,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,RHODE ISLAND,MENHADENS **,10070700,4568,206623,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,SOUTH CAROLINA,MENHADENS **,100,0,7,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,VIRGINIA,MENHADENS **,501273600,227376,19858697,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,CONNECTICUT,MENHADENS **,153200,69,7655,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,DELAWARE,MENHADENS **,35300,16,1404,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,FLORIDA-EAST,MENHADENS **,10131300,4596,197980,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,MAINE,MENHADENS **,17552600,7962,299775,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,MARYLAND,MENHADENS **,5379700,2440,182326,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,MASSACHUSETTS,MENHADENS **,28594200,12970,465070,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,NEW JERSEY,MENHADENS **,150437500,68238,4303232,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,NEW YORK,MENHADENS **,1013500,460,43013,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,NORTH CAROLINA,MENHADENS **,134902400,61191,4534354,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,RHODE ISLAND,MENHADENS **,12712900,5767,194314,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,VIRGINIA,MENHADENS **,440760700,199928,12998775,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,CONNECTICUT,MENHADENS **,515300,234,25198,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,DELAWARE,MENHADENS **,20500,9,821,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,FLORIDA-EAST,MENHADENS **,12750500,5784,298203,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,MAINE,MENHADENS **,13958300,6331,195416,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,MARYLAND,MENHADENS **,6105900,2770,163300,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,MASSACHUSETTS,MENHADENS **,20815400,9442,274599,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1975,NEW JERSEY,MENHADENS **,65933800,29907,1719176,Public,Commercial,Brevoortia ,161731,ACCSPHIST
